,Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
290,93894e00-dd76-48ef-b4ac-1f81dcabd653,33bf0df2-a905-4963-9d22-7375ee815b3d,Fully Paid,219186.0,Short Term,748.0,2233697.0,3 years,Home Mortgage,Debt Consolidation,14779.72,20.6,37.0,11.0,0.0,281618.0,939708.0,0.0,0.0
291,2bd7d9d7-8737-460a-8586-ef01949f0ed6,662a169b-55a7-49ff-be87-861f0fdbb357,Fully Paid,178684.0,Short Term,739.0,1176727.0,2 years,Rent,Debt Consolidation,19514.14,20.7,45.0,11.0,0.0,192337.0,281534.0,0.0,0.0
292,a05f653c-454b-4e70-b663-b310503fe2e3,9a9e3ed2-d6b2-47e3-b87a-312a5da73343,Fully Paid,108526.0,Short Term,743.0,1312045.0,7 years,Home Mortgage,Other,7380.17,19.0,56.0,10.0,1.0,71953.0,108504.0,0.0,0.0
293,c699da07-dea2-46e7-9dfc-d01f0b0959a2,bcd9849c-6b3a-4967-a7d2-fd071e621e77,Fully Paid,222156.0,Short Term,,,10+ years,Home Mortgage,Home Improvements,16960.54,15.9,,7.0,0.0,170563.0,339922.0,0.0,0.0
294,9c4d9da0-4169-4027-8f61-24aa1ec2369a,e50769c7-d01a-43af-b66d-9a13dc014f36,Fully Paid,205524.0,Short Term,676.0,1167132.0,,Home Mortgage,Debt Consolidation,18479.59,22.5,41.0,19.0,0.0,592249.0,864754.0,0.0,0.0
295,6a171f24-fdee-4bc6-97db-1fb4d1ac04de,a3e68c54-ec6c-4f27-861b-d60025f36cde,Charged Off,134618.0,Short Term,746.0,968905.0,< 1 year,Rent,Debt Consolidation,16196.74,17.0,,17.0,0.0,202540.0,1061170.0,0.0,0.0
296,b0326c0f-13d0-4199-9527-699f7a6c4420,f83594ba-4d1d-45e2-ba80-5cf51e8c35f1,Fully Paid,94974.0,Short Term,694.0,301093.0,1 year,Rent,Debt Consolidation,4842.53,9.3,,7.0,0.0,162564.0,341000.0,0.0,0.0
297,b964ddac-6520-4da9-8227-d9c044bb7e42,9281ecfc-e6e4-42cf-97d9-bd7911ed4dae,Fully Paid,523248.0,Long Term,668.0,1468662.0,8 years,Own Home,Debt Consolidation,39286.68,14.8,,9.0,0.0,621585.0,906466.0,0.0,0.0
298,07c95227-607e-42de-92ae-06a432689fbe,847a26f1-a423-49df-ae24-9b604609ad92,Fully Paid,588544.0,Long Term,687.0,1491158.0,5 years,Home Mortgage,Debt Consolidation,15284.36,16.3,71.0,17.0,0.0,428963.0,1118722.0,0.0,0.0
299,57efe65e-f96b-45ab-82c7-101e400fe6ec,09c6f224-cf1f-4c50-b3ac-30c93dc5ff28,Fully Paid,99999999.0,Short Term,725.0,2229137.0,< 1 year,Rent,Debt Consolidation,14656.6,19.9,8.0,6.0,0.0,125742.0,224334.0,0.0,0.0
300,5037aa78-7fe5-4b4e-9602-32b07d16cdc0,ca4f90bc-7222-4792-9061-6b30772818bf,Fully Paid,319330.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,35750.4,42.4,69.0,17.0,2.0,381995.0,785598.0,0.0,2.0
301,8e4e0c65-36c8-47de-abef-0e1255353063,073e047d-fe1a-4d74-87e8-27fc569a9052,Fully Paid,391468.0,Short Term,742.0,629850.0,< 1 year,Rent,Debt Consolidation,10025.16,17.8,14.0,8.0,0.0,57570.0,169620.0,0.0,0.0
302,92b90212-4a50-48b1-932b-627eef184c79,f2c78905-f5de-4b37-97db-2b169ffb76a7,Fully Paid,99999999.0,Short Term,737.0,1054937.0,10+ years,Own Home,Debt Consolidation,15472.27,22.8,53.0,11.0,0.0,480434.0,881606.0,0.0,0.0
303,23d0b8f0-c6fe-4d2a-866f-b5e054a3727f,c793367c-0942-4d2b-b453-df38f94d345d,Charged Off,432168.0,Short Term,7360.0,1343642.0,10+ years,Rent,Debt Consolidation,21386.4,35.0,,16.0,0.0,351329.0,799216.0,0.0,0.0
304,85a94b7f-24ea-47db-94bc-a6181812ae11,d959a0ee-3b70-4344-a4ec-faecafd20145,Fully Paid,628474.0,Long Term,676.0,1235741.0,10+ years,Home Mortgage,Debt Consolidation,26568.46,26.5,7.0,12.0,0.0,252871.0,603702.0,0.0,0.0
305,4b310b6b-e773-4d5b-9bec-fcc0177cc345,a54d79f2-4314-4964-9c88-d1b2f0450a41,Charged Off,513524.0,Long Term,659.0,1115718.0,4 years,Rent,Debt Consolidation,28543.7,12.5,,11.0,0.0,469604.0,849618.0,0.0,0.0
306,9e4d48c6-3244-45d3-a5a2-9b598a01fd4d,a2a44277-fd9b-45ff-a28c-9a4c3678c41a,Charged Off,765006.0,Long Term,736.0,6606775.0,7 years,Own Home,Debt Consolidation,5780.94,24.1,43.0,11.0,0.0,369170.0,1978966.0,0.0,0.0
307,8438a115-3c00-4c7a-ad58-88ebf9685b36,597b6a21-89f4-4c78-83a4-ab24a7725c52,Charged Off,141636.0,Short Term,7160.0,1051175.0,1 year,Home Mortgage,Debt Consolidation,13227.04,12.5,18.0,12.0,0.0,151791.0,201322.0,0.0,0.0
308,1fc5da2f-ed2d-4198-a200-89eb08f98fc1,df888b2a-d3e8-4351-93b6-acf3ab7e17c6,Fully Paid,99999999.0,Short Term,750.0,931095.0,4 years,Rent,other,2498.5,15.5,,5.0,0.0,71459.0,220044.0,0.0,0.0
309,b664bc81-2149-4260-af25-c2f5cb28caaa,1ccd46bb-adc7-4676-a406-f3eeb3dbb284,Fully Paid,130328.0,Short Term,740.0,1707207.0,2 years,Rent,Buy a Car,12647.73,23.0,,12.0,0.0,445721.0,757834.0,0.0,0.0
310,b90a7ede-df96-417e-9a71-2915e634175f,9f4ebd2a-621d-44c3-b4cc-02952d3227e6,Fully Paid,268664.0,Long Term,718.0,1160178.0,< 1 year,Rent,Debt Consolidation,16049.11,13.3,,9.0,0.0,318839.0,818576.0,0.0,0.0
311,17fe4532-e1a7-4fc5-a218-e7911bd2918e,642ec47d-8e65-4bbe-908b-a440ad279979,Fully Paid,753368.0,Short Term,,,7 years,Home Mortgage,Other,75878.02,43.3,,19.0,0.0,834784.0,1378872.0,0.0,0.0
312,c5a1a3e9-da4a-4c9e-8d29-2907c613b82f,a239a831-642f-4cf8-926c-beac6ee5f36d,Fully Paid,448712.0,Long Term,696.0,1264602.0,,Home Mortgage,Debt Consolidation,33722.91,16.7,22.0,28.0,2.0,328054.0,895906.0,0.0,2.0
313,c4f5b500-b72f-4460-b401-95f5e1af4c94,a5590971-4224-4f70-bfc1-a561c65e01ec,Fully Paid,334686.0,Short Term,742.0,963490.0,10+ years,Home Mortgage,Debt Consolidation,12284.45,20.5,58.0,15.0,0.0,406220.0,863060.0,0.0,0.0
314,f783ec1d-8691-4044-b281-cc7c4e4e41c7,b80882aa-56b6-4e07-9897-c33e506ec24e,Fully Paid,125004.0,Short Term,,,5 years,Rent,Other,27041.75,19.5,31.0,18.0,1.0,247342.0,667568.0,1.0,0.0
315,aaa927f5-d819-4226-a23f-2f363c0b36e2,7e53c8ce-62b4-4587-89f0-76b039b0ea1a,Fully Paid,99999999.0,Short Term,728.0,311372.0,< 1 year,Rent,Debt Consolidation,1873.4,10.5,,3.0,0.0,92378.0,122958.0,0.0,0.0
316,34dfd022-0224-4d8f-aef8-42c35f69d249,58fe46dc-0b80-43db-8df9-80b7fb75924d,Charged Off,242616.0,Short Term,,,4 years,Home Mortgage,Debt Consolidation,41396.25,18.0,,9.0,0.0,522690.0,745338.0,0.0,0.0
317,d5414400-dc97-4cfb-9a26-88b9e5f723fd,aed4c830-c921-4cd4-8fc8-f2622828d3e9,Fully Paid,175076.0,Short Term,742.0,748486.0,8 years,Rent,other,7983.8,36.4,,7.0,0.0,184490.0,240856.0,0.0,0.0
318,856dcc54-b0d4-4e77-ad0d-8f313b65c62c,2b0b8447-335c-408d-9226-919788601a79,Charged Off,107712.0,Short Term,744.0,576688.0,10+ years,Rent,Debt Consolidation,7256.67,13.5,,15.0,0.0,263321.0,671572.0,0.0,0.0
319,d4508018-a6d0-4b6f-88ca-36002d4df521,78d34582-bfa9-4905-87f6-e2388392350e,Fully Paid,155210.0,Short Term,744.0,1053265.0,6 years,Home Mortgage,Debt Consolidation,17466.51,13.3,,8.0,0.0,492841.0,640464.0,0.0,0.0
320,b9522810-5692-491c-b57a-fda4a145e32e,8980f73f-9444-476b-9f9d-a03b7cbca798,Fully Paid,99999999.0,Short Term,747.0,914432.0,8 years,Home Mortgage,Debt Consolidation,15088.09,16.6,,8.0,0.0,202084.0,403458.0,0.0,0.0
321,9027982e-1069-426a-b2fa-b6f9c60a5a6e,a4daa4ec-bafe-4c1b-960e-905b5b2644f0,Fully Paid,712404.0,Long Term,618.0,6283072.0,2 years,Rent,Other,20262.93,14.7,45.0,10.0,1.0,135641.0,358556.0,1.0,0.0
322,6ec15fe6-483a-4fc4-bba3-6f49c3357cd9,b183e74e-c2f5-44ca-82bb-edfb87dca58c,Fully Paid,753610.0,Long Term,676.0,2212835.0,10+ years,Home Mortgage,Debt Consolidation,35221.06,17.2,,17.0,0.0,579158.0,1086866.0,0.0,0.0
323,14d6e94c-e9d7-4317-a34e-2c1687fd8b84,cc8b7adc-f294-45d6-9348-240f1899f6cf,Fully Paid,154748.0,Short Term,748.0,1603657.0,8 years,Home Mortgage,other,8539.55,29.2,,11.0,0.0,9842.0,1425820.0,0.0,0.0
324,bb2a0990-243e-4e68-bea4-b13e00f4fde9,dcc6ab9d-f70d-4b50-975e-4c165c09b9af,Charged Off,251416.0,Short Term,720.0,1057293.0,6 years,Home Mortgage,Buy a Car,13480.5,9.0,,12.0,0.0,138377.0,222838.0,0.0,0.0
325,c9eeb38d-03fc-4a5f-bcf8-753dd041ec71,445a6146-6b1f-47c1-8550-cf396f30d24b,Fully Paid,764390.0,Long Term,705.0,1603220.0,2 years,Home Mortgage,Debt Consolidation,34869.75,30.6,50.0,15.0,0.0,425448.0,1089902.0,0.0,0.0
326,1da877ab-2fa5-4fcf-a4bb-900d09e85958,d1eeca26-b38a-4b30-8687-9572e214c88f,Charged Off,215006.0,Short Term,,,2 years,Rent,Debt Consolidation,20639.13,11.9,74.0,9.0,0.0,76551.0,284130.0,0.0,0.0
327,1461827a-0a27-4c8d-8e1a-dae45cb4c757,a516d48a-155e-4cbb-8710-43bddd55b655,Fully Paid,616902.0,Long Term,647.0,1405772.0,< 1 year,Own Home,Debt Consolidation,18626.27,17.9,64.0,4.0,0.0,317338.0,433818.0,0.0,0.0
328,a145decf-d736-44dd-9da0-44d87cfeb59e,6e74edf5-0498-4171-9123-f7f637520240,Fully Paid,99999999.0,Short Term,716.0,2848575.0,< 1 year,Home Mortgage,Home Improvements,23263.41,31.5,10.0,14.0,0.0,371051.0,1053052.0,0.0,0.0
329,f94a3e2f-088a-480f-a303-7ebf96ffafe6,f4e50dd6-fd48-4d7d-8f4c-c4da73af8194,Fully Paid,99999999.0,Short Term,743.0,773300.0,10+ years,Own Home,Debt Consolidation,16174.89,14.1,,19.0,0.0,450908.0,1549284.0,0.0,0.0
330,7cc402ac-27ef-4b61-b331-0ba0db642ed5,87c44b01-2054-49f0-872d-cd0f4e503385,Fully Paid,447788.0,Short Term,,,2 years,Home Mortgage,Debt Consolidation,6497.05,21.2,8.0,5.0,0.0,806379.0,2074886.0,0.0,0.0
331,cd5c69da-8a2a-4164-ad42-69658fee2f22,58e605ce-de2a-4851-9126-022c7591fc2f,Fully Paid,170962.0,Short Term,710.0,598082.0,6 years,Rent,Debt Consolidation,7426.15,12.8,5.0,14.0,0.0,117211.0,622534.0,0.0,0.0
332,bd2af0e3-28aa-4a82-b7e0-acca63d29f13,ffbd01e5-5886-47fa-82e7-0c29cb14f30f,Fully Paid,99999999.0,Short Term,704.0,1160862.0,6 years,Home Mortgage,Debt Consolidation,25442.14,14.8,13.0,9.0,0.0,607202.0,730092.0,0.0,0.0
333,0cdd5b37-145f-42df-b75c-d22b8aaeea33,5f88aa1b-7526-47b4-99cf-51671f27817c,Charged Off,340362.0,Short Term,,,10+ years,Rent,Debt Consolidation,22936.8,23.3,35.0,19.0,0.0,427025.0,1242340.0,0.0,0.0
334,de0d812e-79f5-42ff-8b3b-5b121d5cb887,7d0315cd-ebd7-4580-b1fd-5396d5719556,Fully Paid,332222.0,Short Term,746.0,891119.0,3 years,Rent,Debt Consolidation,11733.07,23.8,42.0,9.0,0.0,293683.0,717420.0,0.0,0.0
335,9b268bcb-a8e6-48bc-9b03-20a13145a2ea,6885de95-8a49-4ddb-a8da-b4d3bbb88190,Fully Paid,99999999.0,Short Term,733.0,1803936.0,2 years,Home Mortgage,Debt Consolidation,10988.84,24.5,,13.0,0.0,418133.0,1315666.0,0.0,0.0
336,34c8aa29-3169-4d34-beb0-2b90dff490fa,f17b80fe-d2b7-4015-944a-b61b9ec5f13a,Fully Paid,99999999.0,Short Term,743.0,1496193.0,2 years,Home Mortgage,Debt Consolidation,17081.57,20.7,33.0,11.0,0.0,176567.0,276298.0,0.0,0.0
337,a9115594-5859-41dd-a067-c295f173e3ea,6f0fb886-cacf-4e15-82cb-d125472a0c7b,Fully Paid,440132.0,Long Term,676.0,1292380.0,6 years,Home Mortgage,Debt Consolidation,4157.2,15.6,69.0,3.0,0.0,150822.0,219956.0,0.0,0.0
338,9611e0bb-b99c-4054-9476-3c015ca7be36,2ee68db3-8790-494b-b328-c308a1234cd1,Charged Off,403414.0,Long Term,,,6 years,Home Mortgage,Debt Consolidation,14597.13,20.7,51.0,11.0,0.0,71212.0,91916.0,0.0,0.0
339,ecfe1204-c6fc-467b-bca8-98de2559bc77,0c4d94c3-2e19-4e78-a4f2-bc6e3b40d5cb,Fully Paid,112574.0,Short Term,729.0,1555416.0,10+ years,HaveMortgage,Take a Trip,10706.5,13.7,40.0,13.0,0.0,86507.0,770440.0,0.0,0.0
340,a8ef62a1-843c-4858-8ad5-30f421106d67,b594bff7-3030-4318-933e-427e57129cb7,Fully Paid,88198.0,Short Term,741.0,825968.0,< 1 year,Home Mortgage,Debt Consolidation,3407.08,14.2,,9.0,0.0,112727.0,725098.0,0.0,0.0
341,75881204-9300-4bfe-ae76-524e48b636e0,865bd443-5b86-4b07-9218-8dffe43209fc,Fully Paid,764544.0,Long Term,703.0,1697859.0,6 years,Home Mortgage,Home Improvements,17685.96,25.5,31.0,10.0,1.0,300789.0,657118.0,1.0,0.0
342,fb357e99-ef8e-4433-a9f6-90706220f01a,3ba73ec7-aa01-49b2-beb0-53eaab294c0a,Fully Paid,224642.0,Short Term,741.0,1056039.0,2 years,Rent,Debt Consolidation,14080.33,38.5,,7.0,0.0,252320.0,1047200.0,0.0,0.0
343,510aab2c-f7f9-4369-acc6-38c821fc1e0a,f06b759a-06f2-4061-b10a-b09e05b04d82,Fully Paid,446336.0,Long Term,683.0,1117865.0,7 years,Home Mortgage,Debt Consolidation,7573.59,15.9,36.0,4.0,1.0,148960.0,238898.0,1.0,0.0
344,fb70a112-7685-4558-b432-398ddd1cc2d8,ef3ea28c-01b1-478a-aa98-4ea0b3398a15,Charged Off,447656.0,Short Term,732.0,1585113.0,10+ years,Home Mortgage,Debt Consolidation,20342.16,17.4,,8.0,0.0,309054.0,503316.0,0.0,0.0
345,c1e5cefb-1476-4440-ada7-c8ecb6c03280,271886d9-a9f9-4d48-b335-c6386e852408,Charged Off,261910.0,Short Term,675.0,1438509.0,6 years,Own Home,other,24334.82,15.6,,9.0,1.0,74214.0,767272.0,1.0,0.0
346,25abb2db-777a-4bad-b11b-62e68b15362b,4eab7a13-91ce-450a-8d34-e85e2c11570a,Fully Paid,746372.0,Long Term,715.0,2302116.0,,Home Mortgage,Debt Consolidation,40670.64,24.4,,14.0,0.0,620996.0,1461482.0,0.0,0.0
347,9319940e-c671-4ac8-961e-4ef321352acc,b2f2d7d2-e4c6-4f63-8dc0-e6ef40555d4a,Fully Paid,146982.0,Short Term,670.0,981578.0,10+ years,Rent,Debt Consolidation,25030.22,22.5,76.0,19.0,0.0,532589.0,828872.0,0.0,0.0
348,7f15dcd4-0148-4082-ae15-50798c38d908,c98e31fb-7471-4a58-9cb7-a04c8104abd8,Fully Paid,533698.0,Long Term,699.0,1853298.0,1 year,Rent,Debt Consolidation,30270.61,21.6,72.0,18.0,0.0,342209.0,589644.0,0.0,0.0
349,229b2af2-d06d-43aa-acb1-b7788cfdf705,78975426-c4c4-4fe8-87d9-2f067a3130cf,Fully Paid,316514.0,Short Term,,,< 1 year,Rent,Debt Consolidation,12437.59,16.9,,13.0,0.0,413060.0,582560.0,0.0,0.0
350,f3217133-1dbe-49f5-a66d-d3bb434891d0,535b4968-b8f8-45a0-8840-796cc7ec0098,Charged Off,563068.0,Long Term,623.0,2094807.0,< 1 year,Rent,Debt Consolidation,35960.92,12.1,,17.0,0.0,580203.0,917774.0,0.0,0.0
351,0bd219a1-d1bf-4e13-9819-3e9aef1ea6fa,f104bb8f-a70d-4e89-8dae-81db356d8452,Fully Paid,163482.0,Short Term,711.0,564756.0,10+ years,Rent,Buy a Car,6447.65,12.4,,9.0,0.0,216809.0,318186.0,0.0,0.0
352,a111a0b5-f2a2-4ef6-8eed-a2f0394d8d4a,8b3823d4-d69f-48cc-b829-a97174e1d5fa,Fully Paid,173316.0,Short Term,744.0,954275.0,2 years,Home Mortgage,Debt Consolidation,6457.15,13.2,,5.0,0.0,327541.0,780384.0,0.0,0.0
353,9e3fe95c-0305-4314-bd81-aee93ea6d07e,fc22174a-fbb3-4cc5-bbbe-37846690c20a,Charged Off,133936.0,Short Term,639.0,347035.0,1 year,Home Mortgage,Home Improvements,6969.39,15.4,22.0,10.0,0.0,68742.0,151910.0,0.0,0.0
354,48b0843c-72d0-45ba-8b63-0d2810a79087,ca3da155-a63a-4d39-b8b4-898b0e6c28f6,Fully Paid,64526.0,Short Term,747.0,185782.0,< 1 year,Rent,Debt Consolidation,4799.4,10.1,,8.0,0.0,72257.0,172128.0,0.0,0.0
355,b10c53c4-8588-4e10-a312-6bdcbc509e3b,decba3f3-c30b-4116-821f-b26898388a7e,Charged Off,47806.0,Short Term,671.0,835620.0,2 years,Rent,Other,3070.97,12.8,12.0,10.0,0.0,48051.0,60764.0,0.0,0.0
356,3f6ee5ea-bf37-469b-bfab-42cc687bdca2,cf3d93fb-6762-4a14-afa9-05b252698f34,Fully Paid,131934.0,Short Term,,,10+ years,Rent,Debt Consolidation,10640.95,16.7,47.0,7.0,0.0,136154.0,248270.0,0.0,0.0
357,e303a41f-b400-40b0-a445-4fa9465eb6e9,03709adc-3272-4711-9845-70f4cb09550a,Charged Off,147576.0,Short Term,748.0,463429.0,2 years,Rent,Debt Consolidation,8573.56,12.9,36.0,20.0,0.0,88939.0,357588.0,0.0,0.0
358,0252b476-d412-46f3-91bb-baa6efcdcfeb,edfb58ce-4aaa-4ab9-a448-caba8034a937,Fully Paid,545160.0,Long Term,699.0,3954888.0,10+ years,Home Mortgage,Debt Consolidation,27881.93,18.1,39.0,15.0,0.0,163020.0,215974.0,0.0,0.0
359,bb9a3d0e-e77b-4c2f-bdb6-fb17504690cb,de7e5f8e-bdf9-4eaa-8266-9e16da5be3c2,Fully Paid,657294.0,Short Term,691.0,2270652.0,4 years,Rent,Debt Consolidation,24031.01,11.3,40.0,12.0,0.0,405327.0,811998.0,0.0,0.0
360,79da00c8-ecfe-4973-9630-6c7b0a9c1885,884afe37-a98f-4454-ac38-512e49de8002,Fully Paid,780406.0,Short Term,715.0,3369897.0,,Home Mortgage,Debt Consolidation,35945.53,9.2,,6.0,0.0,457710.0,1130008.0,0.0,0.0
361,4fc76e01-636a-4034-81db-875906605015,5f8d13d9-fc42-491d-beb7-6872bb2e8b8e,Fully Paid,99999999.0,Short Term,743.0,2688462.0,1 year,Rent,Debt Consolidation,32037.42,20.5,34.0,14.0,0.0,198094.0,749606.0,0.0,0.0
362,a1047919-67d1-4e44-868a-9219d8f4db91,f48c2e72-a017-483f-8bd2-c260d081cbee,Fully Paid,43318.0,Short Term,708.0,897769.0,4 years,Rent,other,7391.57,17.9,,2.0,0.0,3382.0,4334.0,0.0,0.0
363,3b2fe122-ee7e-4555-b1ae-961966bf383a,42790d99-2adc-4eee-9c18-1937c3b43424,Fully Paid,44792.0,Short Term,723.0,502892.0,7 years,Rent,other,7794.75,7.5,,9.0,1.0,193781.0,358446.0,0.0,1.0
364,8fff5d52-99dd-4917-b391-f48a6fa35000,bf7c49ea-940b-4958-8f60-55f45c3d57c8,Fully Paid,99999999.0,Short Term,738.0,992256.0,7 years,Rent,Debt Consolidation,15793.37,18.2,14.0,11.0,0.0,348878.0,738496.0,0.0,0.0
365,46338993-3ad3-4a50-8261-70105523161f,b4e257bc-1da0-4273-9272-0f93d9b26e3a,Charged Off,772772.0,Long Term,6990.0,3336970.0,9 years,Home Mortgage,Debt Consolidation,41434.06,14.6,,8.0,0.0,91979.0,132484.0,0.0,0.0
366,0aaf989a-3830-4ff1-951a-46101d7c1f50,5d39e9c4-d45d-4f24-a767-8e96ee964643,Fully Paid,268004.0,Short Term,750.0,867996.0,10+ years,Rent,Debt Consolidation,21410.53,23.0,75.0,15.0,0.0,309776.0,1203664.0,0.0,0.0
367,a7b9a7fc-350a-4252-b98a-8758c7f64e0e,4ae48a91-7be2-40b1-a66d-6f7d5b6b5e7f,Fully Paid,776864.0,Short Term,687.0,1629383.0,10+ years,Home Mortgage,Debt Consolidation,34895.78,19.6,63.0,24.0,1.0,481783.0,950334.0,1.0,0.0
368,1f58b5e2-70f1-44f0-966e-c83a5750b62e,cadc3a31-59f7-4e44-86d5-1244409aa0a3,Fully Paid,273856.0,Long Term,614.0,821826.0,10+ years,Rent,Debt Consolidation,8766.22,16.4,,4.0,0.0,146262.0,234586.0,0.0,0.0
369,2fc4e87c-eb83-4dd2-9d7e-b09b85c2e812,315c2ccc-48c7-4f48-bf39-ab34f49a8c31,Fully Paid,33154.0,Short Term,713.0,572793.0,10+ years,Rent,vacation,13412.86,11.8,,10.0,2.0,49153.0,178948.0,2.0,0.0
370,e3a7ca7b-630b-4d4d-a66d-11920b01bd2e,09c612b9-a6f2-4a03-9901-160dbc03b4a9,Fully Paid,450384.0,Short Term,746.0,1166904.0,10+ years,Home Mortgage,Home Improvements,31506.37,20.2,,12.0,0.0,332918.0,687126.0,0.0,0.0
371,927942e3-e42a-458c-ba9b-a5f705841951,17f9fb19-deb1-4746-a388-491b55556cc3,Fully Paid,662310.0,Short Term,699.0,1258389.0,10+ years,Home Mortgage,Debt Consolidation,13213.17,17.5,64.0,8.0,1.0,302309.0,562782.0,1.0,0.0
372,ff3989d5-9c9e-4773-9d4e-0f7edc06369f,0cdf50b9-efc7-4577-8bf6-6ff6ffdf86c1,Fully Paid,353232.0,Short Term,712.0,823707.0,10+ years,Home Mortgage,Debt Consolidation,13659.67,9.8,41.0,9.0,0.0,117496.0,242968.0,0.0,0.0
373,6ed05949-8a9c-4533-adc9-d52295349208,55ee39ef-0a44-4b79-8154-a512c22bdb97,Fully Paid,99999999.0,Short Term,734.0,950399.0,3 years,Home Mortgage,Debt Consolidation,17344.72,14.2,,11.0,0.0,139897.0,217448.0,0.0,0.0
374,408e8e7c-acca-46b4-aab8-746e87884729,bb433d07-83ce-45b4-95aa-88f6da823bbe,Fully Paid,221056.0,Short Term,741.0,954560.0,10+ years,Rent,Debt Consolidation,9386.57,12.0,13.0,19.0,0.0,117420.0,229658.0,0.0,0.0
375,785c06ea-24a5-4207-bc98-640229c3a297,1a5685b7-450d-44c6-9390-2e16387f7cd8,Fully Paid,76340.0,Short Term,,,,Rent,major_purchase,472.15,23.6,,6.0,1.0,15333.0,322806.0,1.0,0.0
376,9631d486-9ee3-4dc0-8892-1da1bafb95b0,a7a06859-14a2-4e5b-ab74-92fe625a229c,Fully Paid,469678.0,Long Term,667.0,2250246.0,6 years,Home Mortgage,Debt Consolidation,51380.56,14.6,,43.0,0.0,979526.0,1543102.0,0.0,0.0
377,937b262f-ed76-4d27-ab0e-18d415b9e481,0363c6d8-3b43-4266-92cf-113e1fca7d5c,Fully Paid,99999999.0,Short Term,739.0,3095632.0,3 years,Home Mortgage,Debt Consolidation,41017.2,21.0,19.0,15.0,0.0,288002.0,508354.0,0.0,0.0
378,5c9f4cf1-0e54-4b80-936d-76e104f14f26,4eb7b183-8053-4d35-b012-7ff377223980,Fully Paid,99999999.0,Short Term,726.0,2311236.0,9 years,Home Mortgage,Home Improvements,35438.99,23.9,18.0,18.0,0.0,3528718.0,10189234.0,0.0,0.0
379,1aa92a2f-8cd2-4882-973c-570ec33e69d4,35831535-e42c-4109-b006-4685c874a6b2,Fully Paid,99999999.0,Short Term,734.0,652099.0,10+ years,Rent,Debt Consolidation,15922.0,13.0,,15.0,1.0,99788.0,687786.0,0.0,0.0
380,3cf169d4-3cd0-4828-83f0-2c0933d9c52e,0a0ed036-ce6b-41a9-b0ee-8db814a85425,Fully Paid,319726.0,Short Term,749.0,952185.0,2 years,Home Mortgage,Debt Consolidation,17059.91,21.2,,8.0,0.0,299725.0,778140.0,0.0,0.0
381,67dc4943-5d45-45dd-b8ec-18a77e13b23d,3c6f7594-ac3f-4a3b-8546-61137ee93213,Fully Paid,460350.0,Short Term,736.0,888041.0,5 years,Own Home,Debt Consolidation,18796.89,27.2,,9.0,0.0,547504.0,816948.0,0.0,0.0
382,fab8f54b-6e9a-47cb-8de6-0b537136f5dc,1818da89-2018-4750-b7e4-70ba4d13e86a,Fully Paid,133606.0,Short Term,701.0,2538343.0,,Home Mortgage,Buy House,18297.19,32.9,12.0,21.0,0.0,198911.0,342738.0,0.0,0.0
383,cec41098-db3c-4be5-9fef-8209b66cf780,96014749-34d9-4449-9a6d-874b6b762986,Charged Off,79948.0,Short Term,7410.0,230147.0,,Rent,Debt Consolidation,4372.66,8.9,,11.0,0.0,110086.0,242792.0,0.0,0.0
384,37263d4a-911f-410e-910c-d6c225738a29,8d3fe0d8-97d9-4e39-9d69-a030e72ba161,Fully Paid,67298.0,Short Term,,,,Home Mortgage,Debt Consolidation,20289.53,22.5,34.0,9.0,1.0,170601.0,302962.0,1.0,0.0
385,ac24bc56-d99f-4f73-8412-8fbede7bbfde,160993af-7836-4e58-9f0c-1c894dc1b764,Charged Off,767690.0,Short Term,7310.0,1629098.0,10+ years,Home Mortgage,Debt Consolidation,14118.71,16.8,,6.0,0.0,167371.0,250074.0,0.0,0.0
386,b5a9af5a-4242-4092-a261-c7a9f1d8733f,faa524e8-2e89-414e-9a18-3042d1ef9166,Fully Paid,328350.0,Short Term,745.0,1343243.0,10+ years,Home Mortgage,Debt Consolidation,11529.39,19.4,,7.0,0.0,373958.0,600578.0,0.0,0.0
387,62554497-ca41-4e12-9796-80aec68e7ae5,77cc7b59-b2db-4c65-bfb6-d878b1a228fa,Fully Paid,380622.0,Long Term,657.0,969665.0,3 years,Rent,Debt Consolidation,26665.74,10.6,,5.0,0.0,305482.0,377102.0,0.0,0.0
388,f3118845-1c31-4fe7-a087-4d432707f291,7352605a-a1fc-4f3a-804d-bb7df0dbf646,Fully Paid,281710.0,Short Term,728.0,831953.0,2 years,Home Mortgage,Debt Consolidation,12964.46,18.0,52.0,12.0,0.0,461415.0,907104.0,0.0,0.0
389,1505e7a1-949b-43b8-91b7-abe1d96bb0de,6e1f347c-42e6-46e5-9af0-e982346990c1,Charged Off,418572.0,Long Term,7040.0,1201788.0,4 years,Home Mortgage,Debt Consolidation,23935.63,16.6,,18.0,1.0,232522.0,333608.0,1.0,0.0
